content,label
"Jujur, kalo bisa kasih bintang -100, bakal gue kasih tu. Aplikasi ini ya literally kek aplikasi buatan 1 bulan kerja diburu buru banget, taukan skala nasional gimana? Harusnya udah ada antisipasi dong, kejadian tanggal 14 Februari semalam beneran sangat tragis, aplikasi g bisa pake, bahkan buat login sja butuh waktu yg tak terhingga. I talk about fact cause im one the user this app. Next time belajar dulu dari kejadian sebelumnya, ini buat aplikasi yg katanya udah dipake 2019 kek apa ntah.",negatif
"Belum pemilu sudah diuji loginnya lama, astagaa. Ini padahal udah H- beberapa hari lagi. Tolong lah, kalau memang tidak memadai mending gausah ada aplikasi yg bikin ribet, ruwet, gak karuÂ²an!!!! Dan sekarang hari H ini aplikasi menguras kesabaran, dan bikin lama ðŸ˜©ðŸ˜©ðŸ˜©",negatif
"tolong kalau pakai aplikasi server hrs siap, pakai sirekap justru menghambat proses perhitungan, kalau blm siap mending gak usah, dan parahnya gak semua tipe hp bisa lancar, hpku redmi 9T hasil kamera dr C-hasil sgt buruk resolusi rendah, posisi sirekap sbnrnya sbg apa sih?",negatif
"Aplikasi masih belum siap sistemnya tapi dipaksakan digunakan, dimaksimalkan dulu sistemnya kalau udah siap baru suruh untuk menggunakan, kalau kayak gini tidak kerja efisien malah membuang buang waktu.",negatif
"Aplikasi masih sangat sulit untuk penggunaan nya Karna sering log out sendiri, bagaimana bisa mempercepat pekerjaan kalau seperti ini, malah memperlambat..",negatif
"menjalankan tugas sesuai instruksi udah upload & update data2 C PLANO. waktu update malah hilang semua. sama aja kerja 2x, belum lagi kebutuhan tambahan lainny. namun dibayar dengan gaji yg sama... ga adil. kita udah kerja capek-capek malah sia sia. sistem kurang, server lemah, developer hanya mikir perut tanpa ada pertimbangan yg mendalam. duhh parah parah",negatif
"Gara2 sulit mendapatkan sertifikat digital banyak anggota kpps , sulit untuk login. Bahkan Gonta ganti hp agar dapat login, tapi nyata sama saja. Masalah yang muncul itu {Gagal mendapatkan sertifikat digital}",negatif
"Aplikasi ini tidak jelas, saya mau sign in pakai email tapi tidak bisa katanya ""invalid username or password"" padahal email yg saya isi sudah benar dan passwordnya sdh saya gunakan kombinasi huruf kapital, huruf kecil, angka, dan karakter khusus tetap aja gak bisa sign in. solusinya gimana?",negatif
Aplikasi Recehan apa dibuat. Apa hana ya untuk formalitas aja dibuat aplikasi. Kalau sudah di update versi harus nya aplikasi bisa bekerja. Bukan malah tambah error. Apakah setiap pembuatan aplikasi tidak ada automatis testing dari pemrograman sendiri atau gimana,negatif
"Mempersulit kpps aja, aplikasi macam apa begini, masih mending aplikasi slot lancar, besok2 kalo blum siap apk nya gausah gaya2an digitalisasi, bukannya mempermudah malah mempersulit",negatif
"Ini aplikasi yg ngebuat petugas pegi pagi pulang pagi ! Aplikasi blm siap sudah dipaksa digunakan !! Aplikasi yg bukan membuat simpel pekerjaan, tetapi malah mempersulit pekerjaan !",negatif
"Apk Belum sempurna Masih banyak bug ,Pas awal awal ada yg bisa login ada yg engga ,Macam macam dah nih kekeurangan apk .Malh langsung d pake ya gini .. mana langsung nyalahin anggota kpps terkait kesalahan angka .. Kocak",negatif
"Saat tgl 14 feb, di wajibkan menggunakan versi 2.41 lha kok mau submit aja susah poll. Ngerjain sirekap sampai 3 hari 2 malam tidak ada perubahan. Berujung kirim manual file ke pps. Aplikasi nggak guna, mindo gaweni",negatif
"Selamat Pagi, Salam Demokrasi, team TPS kami sendiri bingung dg keabsahan aplikasi ini dg adanya koreksi angka dan kami telah menghabiskan banyak waktu untuk penggunaan aplikasi tersebut. Banyak permasalah yg terjadi saat menggunakan aplikasi ini, ditambahkan kondisi TPS kami yg tidak memungkinkan setelah diguyur hujan deras dari malam hingga pagi. Akhirnya kami hanya mengupload melalui Gform yg diberikan oleh Team PPS dan mengirimkan bukti fisik ke PPS.",negatif
"Hari ini 14.03.2024 setelah perhitungan presiden. Sepertinya server down karena banyaknya pengguna sekaligus. Ini hajat nasional, dulu tanpa aplikasi ini tim kpps selesai bisa sampai pagi. Apalagi ini ditambah aplikasi yg errorðŸ‘",negatif
"Ini sangat mempersulit kami petugas KPPS, dimana untuk mengambil foto tidak bisa dari galeri handphone.. sedangkan setelah hasil hitung suara dan dibuat berita acara, biasanya harus segera disegel dan dikirim ke pps desa. Jadi kami gasempat dan gacukup waktu buat foto satu persatu untuk data sirekapnya. Sangat kapok dan jadi beban pikiran untuk saya yang jadi operator sirekap. YTTA.",negatif
"Mohon maaf kasih bintang 1 karena mungkin sudah hampir pelaksanaan aplikasi belum siap, beberapa ada yg bisa dan belum sehingga kesempatan untuk mencoba bagi yg belum bisa masuk aplikasi sangat disayangkan tujuannya untuk mempermudah tetapi selalu ada kendala. Mungkin bisa dibuat jauh hari 2 tahun sebelumnya sehingga bisa diujikan, dan semoga ada update terbaru ðŸ˜´",negatif
"Sistem belum siap tetapi dipaksakan, alhasil server fail, memperlambat proses perhitungan suara, SIM(system information management ) yg seharusnya mempermudah malah MENYUSAHKAN....",negatif
Aplikasi blm maksimal perlu di tingkatkan lagi masih sering error' terutama untuk crop gambar msh susah dan harus foto langsung tidak dapat mengambil gambar dari galeri langsung,negatif
"Sudah hari H tgl-14 masih error, Aplikasi paling mempersulit pekerjaan nomor 1 di indonesia dan menyusahkan bukannya membantu tapi mempersulit dan habisin paket data aja ini bnyak error dan camera sangat burikkkkkkk klo fotoin.",negatif
Haduuuhhh katanya mempermudah ðŸ˜®â€ðŸ’¨ternyata setelah di fto dan di coba ternyata nggak bisa gagal terus. Pusing jdinya klo begini terus mana di tempat saya jaringannya melek lagi ðŸ¤¦ðŸ»â€â™€ï¸,negatif
Saran untuk developernya mohon ditingkatkan untuk kecepatan proses verifikasi hasil unggah gambar dan untuk notifikasi gagal proses mohon diberikan notifikasi getar berkala agar bisa memudahkan usernya untuk memperbaiki unggahan jadi tidak menunggu terlalu lama.,negatif
"Aplikasi apaan kaya gini, sering offline sendiri gabisa login, gabisa kirim file gabisa kirim foto gabisa update. Padahal aplikasi ini ujung tombak dari PENGHITUNGAN SUARA",negatif
"Mohon maaf, saya rasa aplikasi sirekap masih banyak bugnya. Foto semua sudah saya upload tinggal tunggu verifikasi, pas saya login ulang semua foto yang terupload hilang.",negatif
"Kedepannya saat ada pemilu aplikasi ini TIDAK USAH DIREKOMENDASIKAN UNTUK DIGUNAKAN SAAT PEMILIHAN UMUM, perhitungan manual lebih enak dan tidak ribet, jadi mohon hapus saja apk ini jgn digunakan lagi",negatif
"Aplikasi tidak bisa dibuka (terjadi error). Selain itu aplikasi tidak bisa di-update. Kalo belum siap dipakai, jangan luncurkan aplikasi ini.",negatif
"Suraam, tolong buat software developer nya kalo buat aplikasi jangan mau duit nya ajaa, aplikasinya selesain. Dan buat KPU, kalo mau buat aplikasi tolong rekrut software developer yang profesional, jangan yang masih anak kuliahan semester 3 gini.",negatif
"Aplikasi sangat buruk, tidak dapat digunakan ketika hari H pemilu. Alhasil perekapan secara manual. Udah tau bakalan down gausah cobaÂ² buat aplikasi dek. Ini server yg dipake sekelas server ujian online sekolah kali yah? Buang-buang anggaran! Dari segi tampilan aja monoton! Gw aja yg SMK jurusan RPL udh ngira ni apk pasti gaakan guna waktu hari h, dan boom ternyata betul. Gini kah kualitas tim IT negara Indonesia? Apakah gabisa kasih masukkan atau peringatan kpd junjungan kalian? Atau asal cair?",negatif
"Aplikasi gak jelas,,,, de pagi gbsa di buka down trus,,,, sekali a bisa upload lama bnget,,,, Aplikasi di ciptakan buat menguntukan pihak tertentuðŸ˜­",negatif
"Aplikasinya banyak eror, gak bisa di edit untuk menyesuaikan di planonya, jangan salahkan TPS kalau ada kesalahan input, karena banyak bug di aplikasi ini",negatif
"Buat pengalaman saya kalo apk nya sering ada bug mohon segera di perbaiki saya anggota kpps sirekap seperti saya seolah olah yang di salahkan ntah foto yang belum terkirim"" dan gagal submit dan ketua saya selalu menyalahkan saya entah kerja tidak beres ntah maupun di kata katain ga becus tolong buat apk ini di kondisikan ketua saya nga ada otak soalnya cuman bisa nyalah in orang kalo yang di salah in saya padahal kendala di apk saya bisa apa ?",negatif
"Kenapa si kalo update tidak ada pemberitahuan mna ditgl 13 nya. Aku masih versi 2.41, buat up dokumen susah loading muter2 , ditunggu gak up2.",negatif
"kalau se RI servernya terlalu berat, ya di buat saja per daerah. saya benci dengan aplikasi ini, sangat menghambat kpps. puluhan aplikasi lain d hp lancar lancar saja, ini buatan negara malah kayak gini. memalukan.",negatif
"Setelah di update ke versi 2.41, malah makin ga bisa login lagi, dan dibuat pemberitahuan, device belum di insialisasi. Makin update malah makin ruyem sistemnya",negatif
"Aplikasi tidak layak pakai, banyak bugs, dan lemot. Yg penting anggaran keluar. Khas produk plat merah. Apapun masalahnya, pengadaan solusinya",negatif
"Awalnya biasa saja, kadang susah login dan pada akhirnya gak bisa login samasekali dengn status ""account is disabled, please contact your administrator"" tolong solusinya!",negatif
"Sebagai admin siRekap saya benarÂ² kecewa dengan aplikasi bodoh ini. Kalau ada proyek membuat sistem tolong dimaksimalkan, jangan semuaÂ² di Mark up. KPU bang ""siRekap hanya alat bantu"", ini bukan alat bantu, tapi alat repot.",negatif
"bukannya mempermudah/mempercepat malah bikin lama kpps aja, mending untuk pemilu kedepan ga usah pakai aplikasi seperti ini lagi karena malah membuat repot.",negatif
Aplikasi cacat tidak layak pakai saya kasih nilai -11 dari 100 karna emang setidak berguna itu aplikasinya,negatif
"Setelah di update kok malah gagal upload foto. keterangan nya di notifikasi: data pemilihan ppwp sudah selesai di unggah, anda tidak diizinkan untuk mengunggah lagi. Sudah coba hapus data ternyata tetep gagal. Berati ini database pusat nya ga terhapus otomatis dong pas kita hapus foto? Tolong segera di benahi. Ini sudah H-2 loh ðŸ˜­ðŸ˜­ðŸ˜­",negatif
"Sudah mencoba restart, install-un install, clear cache, force stop, clear data, namun masih error ""gagal mendapatkan sertikat digital"". Belum ada solusi kecuali untuk masalah ini kecuali coba terus..ðŸ˜¥",negatif
"Aplikasi jelek bgt, ini KPU ngerjain kpps kah bikin aplikasi yg belum siap. KPPS h-8 malah disuruh begadang cuma buat login sirekap doang, kalo banyak yg drop gimana cuma gara"" aplikasi ginian. Disuruh update ke versi terbaru malah tambah ancur",negatif
"Admin tolong ini solusinya bagaimana, setiap saya masuk masuk username dan password salah pdhl sudah sesuai dengan kentuan. Bagaimana pada saat hari H jika seperti ini, saya jadinya tidak bisa masuk ke aplikasi dan rata2 teman digrup mengalami kendala itu semua. Mohon diperbaiki min saya takut nanti semuanya jadi kacau",negatif
Lumayan membantu,positif
Bermanfaat,positif
"BAGUS, SANGAT BERGUNA DAN MUDAH DIPAHAMI",positif
good,positif
Semoga kedepannya lebih baik,positif
Sangat membantu,positif
Mantap,positif
Membantu,positif
Bagus,positif
"Tak dilewatkan ,lima tahun sekali.",positif
Ilike,positif
Sangat berguna,positif
Semoga Indonesia semakin maju dengan digitalisasi dan transparan. Tapi masyarakat mau liat hasilnya bagaimana ya? Biar bisa hitung sendiri C1 nya. #SilentMinority.,positif
"Alhamdulillah Aplikasi SIREKAP 2024 Sudah tersedia meskipun baru di rilis tgl.22 Januari 2024!Semoga mempermuda dalam proses perhitungan suara di pemilu 2024 Nanti pada tgl.14 Februari 2024!ðŸ™âœï¸ðŸ’ŸðŸ‡²ðŸ‡¨ Setelah di coba banyak ketidak puasa dari hasil rekapitulasi data di sirekap!Mohon budayakan malu ,kalau nyatanya Paslon 02 yang unggul sudah terima kekalahan saja jangan memutar balikan fakta yang nyatanya kalian sendiri yang malu!""Jernikan pikiran & Bersihkan Hati menjelang bulan suci Ramadhan""",positif
Ok mantap,positif
Bagus,positif
Mantab,positif
Lama loginnya,positif
Quik,positif
Bagus,positif
"Kerja kembali, part II perhitungan ulang. Kec. Tanjung senang . Bandar lampung.",positif
Ok,positif
Mantap transparan,positif
Good,positif
Semangat terus sirekap. Saya harap akan terus digunakan untuk pilkada dan pilpres yg akan datang.,positif
Sirekap membantu masyarakat kecil untuk melihat hasil pemilihan yang jujur dan adil.,positif
Siiiiip......,positif
Sangat membantu,positif
"Terima kasih sirekap. See You Pilkada 2024,semoga lebih update lagiðŸ”¥",positif
Oke,positif
"Server swasta Singapore gak kuat, data rakyat dijual ke luar negri, pemilu jadi proyek bisnis pribadi. Menodai asas jurdil pemilu 2024, sejarah buruk di indonesia, jadi bahan lelucon di luar negri.",positif
Oke,positif
bagus,positif
Mantap aplikasi keren,positif
Oke,positif
"Aplikasi SiREKAP yang saya gunakan terkena hapus data sehingga menyebabkan ketika saya login kembali data hilang dan harus di foto ulang, saya sarankan agar ketika walaupun terhapus data aplikasinya ketika login ulang, seharusnya data tersebut tetap ada dan tersimpan di Server sirekap, kalau nasi sudah menjadi bubur iah mau bagaimana lagi. Untungnya saya sudah memfoto sebelumnya dan sudah submit semua ke server sirekap.",positif
Oke,positif
Baik,positif
"HEBAT,!!!Mampu membuat se Indonesia RIBUT.",positif
Membantu,positif
bagus,positif
"Aplikasi nya bagus, SDM Nya yg di TPS yang kurang bagus.. wkwkwkwkw",positif
Perlu ditingkatkan lagi dan dipermudah untuk penggunaan masa mendatang!,positif
"untuk aplikasinya baguss semangat buat pengembang aplikasi ini, dan untuk kedepannya tolong di tingkatkan lagii fiturnya seperti bisa ngambil foto dari galeri supaya lebih cepet dan juga tolong pas Hari H ni aplikasii tolong servernya di banyakin lagi supaya tidak teejadi eror saat hari H tolong tingkatkan lagii semangat Dev:')",positif
Apk memang ok,positif
Tepat sebagai acuan,positif
Ok,positif
Pantau terus....,positif
"Lebih ditingkatkan lagi, kalau nanti masih dipake di pilkada. Servernya ditambah biar gk lemot wkwkw",positif
Mantap versi terakhir bisa d gunakan,positif
sangat membantu,positif
kenapa nggak mau terbuka,positif
Ok terima kasih,positif
Ok,positif
sangat ok.,positif
Mudah mudahan apk si rekap KPU baik baik saja,positif
Sy rasa mantull,positif
"Izin untuk masukan, semoga ada perbaikan. Kalau boleh usul untuk server sirekap diadakan regional agar tidak sibuk server nasional & mengutamakan pengiriman data angka ketimbang foto. Nuhun",positif
Semoga tidak mengecewakan,positif
Baik!,positif
Susah masuk nya,positif
App yg cukup membantu,positif
Mantap,positif
Terbaik 2024,positif
Pas,positif
Siap matep,positif
Mudah mudahan sangat akurat,positif
Mantap,positif
Bagua,positif
Ok.sangat membantu,positif
Mantaaap,positif
"Dioptimalkan kembali ini aplikasi, bahaya kalau misalnya ada miss data.",positif
Sukses,positif
Ok,positif
Mudah mudahan ada perbaikan lagi,positif
Baik,positif
"Sy beri rating 4 bintang sbg bentuk apresiasi. Aplikasi ini blm bisa bekerja maksimal terutama ketika proses membaca / menganalisis foto form c hasil plano yg kita upload sangat2 lama sekali, Sampai 5 hr setelah tgl pemilu masih blm selesai proses. Sehingga kita tdk bisa mengunci dan membuat dokumen c hasil. Sy berharap kedepannya bisa lebih baik terutama dlm daya dan kapasitas servernya.",positif
Semoga makin baik,positif
Akurat dan terpercaya,positif
Sulit sekali masuk ke sirekap,positif
Ok,positif
Bagusga aplikasi ini,positif
gokil,positif
Bagus berjalan lancar,positif
Mantap,positif
Bagus akurat sistemnya akurat .mantab,positif
Bagus juga,positif
Ok,positif
Ingin info pemilu,positif
"saya ingin semua aplikasi KPU jgn kebanyakan, satu aplikasi saja. namanya Ya KPU. jadi rekapan hasil real count, median KPU serta informasi lain bisa dalam satu aplikasi.. kalau bisa disempurnakan biar makin keren",positif
